,text,gpt_out
885,"figure is facing to right, half kneeling looks like making an offering","['figure is facing to right', 'half kneeling', 'looks like making an offering']"
886,figure is standing up straight facing to left looks like carrying a box,"['figure is standing up straight facing to left', 'carrying a box']"
887,"figure is ice skating with back leg in air, bottom leg straight facing left","['figure is ice skating with back leg in air, bottom leg straight facing left']"
888,looks like a rabbit laying down facing left with arms behind him,['a rabbit laying down facing left with arms behind him']
889,looks like an ice skater with one leg up facing left,['an ice skater with one leg up facing left']
890,"looks like a rabbit leaning against a wall facing left, facing right","['a rabbit leaning against a wall facing left, facing right']"
891,looks like a character kicking into the air with a backpack on facing left,['a character kicking into the air with a backpack on facing left']
892,looks like a shorter person praying or pleading facing right with a diamond head,['a shorter person praying or pleading facing right with a diamond head']
893,person upright in a half square facing right,['person upright in a half square facing right']
894,tall person kneeling and praying facing right,['tall person kneeling and praying facing right']
895,person bringing up bread and wine in church facing left,['person bringing up bread and wine in church facing left']
896,person doing a split with arms wide open facing right,['person doing a split with arms wide open facing right']
897,person without legs and chinese gardening hat facing right,"['person without legs', 'chinese gardening hat', 'facing right']"
898,person leaning diagonally to the left with arms wide open,['person leaning diagonally to the left with arms wide open']
899,character sitting as a person would under a tree facing left,['character sitting as a person would under a tree facing left']
900,figure with no legs wearing a cloak,['figure with no legs wearing a cloak']
901,looks like child or angel kneeling to right with triangles for wings on shoulders,['child or angel kneeling to right with triangles for wings on shoulders']
902,ice skater with leg in air facing left,['ice skater with leg in air facing left']
903,figure standing in half square with diamond on head,['figure standing in half square with diamond on head']
904,figure standing tall facing left making offering in church,['figure standing tall facing left making offering in church']
905,elephant playing football facing left with flag on its back,['elephant playing football facing left with flag on its back']
906,dancer or gladiator facing right with head to left and wearing cloak or dress,"['dancer or gladiator facing right', 'head to left', 'wearing cloak or dress']"
907,person sitting in triangle shape facing right with antlers on head,['person sitting in triangle shape facing right with antlers on head']
908,figure quite tall but half kneeling facing right with triangle for arms,['figure quite tall but half kneeling facing right with triangle for arms']
909,"person sitting under a tree facing left, knees up","['person sitting under a tree facing left, knees up']"
910,person facing right with offering in hand and weird triangle behind attached on floor,"['person facing right with offering in hand', 'weird triangle behind attached on floor']"
911,figure leaning left with arms up in the air,['figure leaning left with arms up in the air']
912,person giving offering in church facing left,['person giving offering in church facing left']
913,person figure skating with leg up facing left,['person figure skating with leg up facing left']
