...1,text,gpt_out,out
474,the arm is on the left with the head on top and the triangle on the right,the arm is on the left with the head on top and the triangle on the right,the arm is on the left with the head on top and the triangle on the right
475,no arms or legs guy,no arms or legs guy,no arms or legs guy
476,falling back guy with his hands arms out,falling back guy with his hands arms out,falling back guy with his hands arms out
477,striking a pose,striking a pose,striking a pose
478,"kind of looks like he's in the middle of crunches, facing left","he's in the middle of crunches, facing left","[-kind of looks like-]he's in the middle of [-crunches,-] {+crunche's,+} facing left"
479,"facing right, feet facing left, looks like begging","facing right, feet facing left,  begging","facing right, feet facing left, looks like begging"
480,no arms or feet,no arms or feet,no arms or feet
481,sitting down with knees up facing left,sitting down with knees up facing left,sitting down with knees up facing left
482,"the short guy with horizontal line below head, left side is a straight line","the short guy with horizontal line below head, left side is a straight line","the short guy with horizontal line below head, left side is a straight line"
483,striking a pose,striking a pose,striking a pose
484,"facing right, arms out like begging","facing right, arms out like begging","facing right, arms out like begging"
485,crazy hat guy!,crazy hat guy,crazy hat [-guy!-] {+guy+}
486,"the one that's skiing, facing right, knees bent","the one that's skiing, facing right, knees bent","the one [-that's-] {+thats+} skiing, facing right, knees bent"
487,zombie,zombie,zombie
488,"the skater, facing left, leg up and pointed to the right","the skater, facing left, leg up and pointed to the right","the skater, facing left, leg up and pointed to the right"
489,"the awkward one, head off center, leg on the left, arm on the left, triangle on the right","the awkward one, head off center, leg on the left, arm on the left, triangle on the right","the awkward one, head off center, leg on the left, arm on the left, triangle on the right"
490,"begging, facing left, arms outstretched","begging, facing left, arms outstretched","begging, facing left, arms outstretched"
491,the falling one with no feet,the falling one with no feet,the falling one with no feet
492,No arms or legs,No arms or legs,No arms or legs
493,Ice skater Facing left,Ice skater Facing left,Ice skater Facing left
494,Zombie!,Zombie!,Zombie!
495,Begging facing right,Begging facing right,Begging facing right
496,Awkward guy Head off center,"Awkward guy, Head off center","Awkward [-guy-] {+guy,+} Head off center"
497,"Horizontal line under head, And straight line for left side of body","Horizontal line under head, straight line for left side of body","Horizontal line under head, [-And-] straight line for left side of body"
498,Skiing facing right Knees bent,"Skiing facing right, Knees bent","Skiing facing [-right-] {+right,+} Knees bent"
499,Falling backwards guy!,Falling backwards guy!,Falling backwards guy!
500,"Sitting facing left, knees up","Sitting facing left, knees up","Sitting facing left, knees up"
501,Strike a pose,Strike a pose,Strike a pose
502,Begging facing left,Begging facing left,Begging facing left
503,Crazy hat person,Crazy hat person,Crazy hat person
504,"Diamond on the top right Big arm on the left, one leg in the air, other on the ground","Diamond on the top right, Big arm on the left, one leg in the air, other on the ground","Diamond on the top [-right-] {+right,+} Big arm on the left, one leg in the air, other on the ground"
505,"Diamond on top Body with no real arms or legs The body is shaped like a boot with the diamond on top, Right","Diamond on top, Body with no real arms or legs, The body is shaped like a boot with the diamond on top, Right","Diamond on [-top-] {+top,+} Body with no real arms or [-legs-] {+legs,+} The body is shaped like a boot with the diamond on top, Right"
506,"Looks like a person laying down, facing towards the left Diamond is slightly tilted on top","a person laying down, facing towards the left, Diamond is slightly tilted on top","[-Looks like-]a person laying down, facing towards the [-left-] {+left,+} Diamond is slightly tilted on top"
507,"Diamond on top, of body, body facing towards left He is standing up straight, there's one arm pointing left","Diamond on top, of body, body facing towards left, He is standing up straight, "" one arm pointing left""","Diamond on top, of body, body facing towards [-left-] {+left,+} He is standing up straight, [-there's-] {+""theres+} one arm pointing [-left-] {+left""+}"
508,"Diamond on top is slightly tilted The body has no arms or legs, and bends a little in the shape of a hexagon towards the bottom, Looks like a tombstone of sorts, with the diamond on top","Diamond on top is slightly tilted, The body has no arms or legs, and bends a little in the shape of a hexagon towards the bottom, a tombstone of sorts, with the diamond on top","Diamond on top is slightly [-tilted-] {+tilted,+} The body has no arms or legs, and bends a little in the shape of a hexagon towards the bottom, Looks like a tombstone of sorts, with the diamond on top"
509,"Diamond towards the left of the body Arms are raised to the left and the right separately The body has a rectangle shape from the bottom on the right side, The arms are kite rhombus shaped","Diamond towards the left of the body, Arms are raised to the left and the right separately, The body has a rectangle shape from the bottom on the right side, The arms are kite rhombus shaped","Diamond towards the left of the [-body-] {+body,+} Arms are raised to the left and the right [-separately-] {+separately,+} The body has a rectangle shape from the bottom on the right side, The arms are kite rhombus shaped"
